1,STATE ABBREVIATION,STATE,DISTRICT,FEC ID,(I) Incumbent Indicator,CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY VOTES,PRIMARY %,RUNOFF VOTES,RUNOFF %,GENERAL VOTES ,GENERAL %,"GE RUNOFF ELECTION VOTES (GA, LA)","GE RUNOFF ELECTION % (GA, LA)",COMBINED GE PARTY TOTALS (when applicable),COMBINED % (when applicable),PE WINNER INDICATOR,GE WINNER INDICATOR,FOOTNOTES,,
365,NM,New Mexico,S,S0NM00124,,Mark V.,Ronchetti,"Ronchetti, Mark V.",,R,"89,216",56.49%,,,"418,483",45.62%,,,,,W,,,,
366,NM,New Mexico,S,S0NM00090,,Elisa Maria,Martinez,"Martinez, Elisa Maria",,R,"41,240",26.11%,,,,,,,,,,,,,
367,NM,New Mexico,S,S0NM00066,,Gavin S.,Clarkson,"Clarkson, Gavin S.",,R,"27,471",17.39%,,,,,,,,,,,,,
368,NM,New Mexico,S,n/a,,,,,Party Votes:,R,"157,927",,,,,,,,,,,,,,
369,NM,New Mexico,S,S0NM00132,,Bob,Walsh,"Walsh, Bob",,LIB,"1,454",100.00%,,,"24,271",2.65%,,,,,W,,,,
370,NM,New Mexico,S,n/a,,,,,Party Votes:,LIB,"1,454",,,,,,,,,,,,,,
371,NM,New Mexico,S,n/a,,,,,Total State Votes:,,"384,463",,,,"917,237",,,,,,,,,,
372,,,,n/a,,,,,,,,,,,,,,,,,,,,,
373,NC,North Carolina,S,S4NC00162,(I),Thom,Tilllis,"Tilllis, Thom",,R,"608,943",78.08%,,,"2,665,598",48.69%,,,,,W,W,,,
374,NC,North Carolina,S,S6NC00316,,Paul,Wright,"Wright, Paul",,R,"58,908",7.55%,,,,,,,,,,,,,
375,NC,North Carolina,S,S6NC00308,,Larry,Holmquist,"Holmquist, Larry",,R,"57,356",7.35%,,,,,,,,,,,,,
376,NC,North Carolina,S,S0NC00392,,Sharon Y.,Hudson,"Hudson, Sharon Y.",,R,"54,651",7.01%,,,,,,,,,,,,,
377,NC,North Carolina,S,n/a,,,,,Party Votes:,R,"779,858",,,,,,,,,,,,,,
378,NC,North Carolina,S,S0NC00202,,Cal,Cunningham,"Cunningham, Cal",,D,"717,941",56.93%,,,"2,569,965",46.94%,,,,,W,,,,
379,NC,North Carolina,S,S0NC00343,,Erica D.,Smith,"Smith, Erica D.",,D,"438,969",34.81%,,,,,,,,,,,,,
380,NC,North Carolina,S,S0NC00285,,Trevor M.,Fuller,"Fuller, Trevor M.",,D,"48,168",3.82%,,,,,,,,,,,,,
381,NC,North Carolina,S,S0NC00368,,Steve,Swenson,"Swenson, Steve",,D,"33,741",2.68%,,,,,,,,,,,,,
382,NC,North Carolina,S,S0NC00350,,Atul,Goel,"Goel, Atul",,D,"22,226",1.76%,,,,,,,,,,,,,
383,NC,North Carolina,S,n/a,,,,,Party Votes:,D,"1,261,045",,,,,,,,,,,,,,
384,NC,North Carolina,S,S0NC00335,,Shannon W.,Bray,"Bray, Shannon W.",,LIB,Unopposed,,,,"171,571",3.13%,,,,,W,,,,
385,NC,North Carolina,S,S0NC00400,,Kevin E.,Hayes,"Hayes, Kevin E.",,CON,Unopposed,,,,"67,818",1.24%,,,,,W,,,,
386,NC,North Carolina,S,n/a,, , , ,Total State Votes:, ,"2,040,903",,,,"5,474,952",,,,,,,,,,
387,,,,n/a,,,,,,,,,,,,,,,,,,,,,
388,OK,Oklahoma,S,S4OK00083,(I),Jim,Inhofe,"Inhofe, Jim",,R,"277,868",74.05%,,,"979,140",62.91%,,,,,W,W,,,
389,OK,Oklahoma,S,S0OK00347,,JJ,Stitt,"Stitt, JJ",,R,"57,433",15.31%,,,,,,,,,,,,,
390,OK,Oklahoma,S,S0OK00453,,John,Tompkins,"Tompkins, John",,R,"23,563",6.28%,,,,,,,,,,,,,
391,OK,Oklahoma,S,S0OK00438,,Neil,Mavis,"Mavis, Neil",,R,"16,363",4.36%,,,,,,,,,,,,,
392,OK,Oklahoma,S,n/a,,,,,Party Votes:,R,"375,227",,,,,,,,,,,,,,
393,OK,Oklahoma,S,S0OK00370,,Abby,Broyles,"Broyles, Abby",,D,"163,921",60.45%,,,"509,763",32.75%,,,,,W,,,,
394,OK,Oklahoma,S,S0OK00321,,Elysabeth,Britt,"Britt, Elysabeth",,D,"45,206",16.67%,,,,,,,,,,,,,
395,OK,Oklahoma,S,S4OK00208,,Sheila,Bilyeu,"Bilyeu, Sheila",,D,"32,350",11.93%,,,,,,,,,,,,,
396,OK,Oklahoma,S,S0OK00420,,"R.O. Joe, Jr.",Cassity,"Cassity, R.O. Joe, Jr.",,D,"29,698",10.95%,,,,,,,,,,,,,
397,OK,Oklahoma,S,n/a,,,,,Party Votes:,D,"271,175",,,,,,,,,,,,,,
398,OK,Oklahoma,S,S6OK04098,,Robert,Murphy,"Murphy, Robert",,LIB,Unopposed,,,,"34,435",2.21%,,,,,W,,,,
399,OK,Oklahoma,S,S0OK00412,,Joan,Farr,"Farr, Joan",,IND,,,,,"21,652",1.39%,,,,,,,,,
400,OK,Oklahoma,S,S0OK00404,,A.D.,Nesbit,"Nesbit, A.D.",,IND,,,,,"11,371",0.73%,,,,,,,,,
401,OK,Oklahoma,S,n/a,,,,,Total State Votes:,,"646,402",,,,"1,556,361",,,,,,,,,,
402,,,,n/a,,,,,,,,,,,,,,,,,,,,,
403,OR,Oregon,S,S8OR00207,(I),Jeff,Merkley,"Merkley, Jeff",,DEM/IP/WF,"564,878",98.71%,,,"1,321,047",56.91%,,,,,W,W,,,
404,OR,Oregon,S,n/a,,,Scattered,Scattered,,W(D),"7,386",1.29%,,,,,,,,,,,,,
405,OR,Oregon,S,n/a,,,,,Party Votes:,D,"572,264",,,,,,,,,,,,,,
406,OR,Oregon,S,S4OR00156,,Joe Rae,Perkins,"Perkins, Joe Rae",,R,"178,004",49.22%,,,"912,814",39.32%,,,,,W,,,,
407,OR,Oregon,S,S0OR00337,,"Paul J., Jr.",Romero,"Romero, Paul J., Jr.",,R,"109,783",30.36%,,,,,,,,,,,,,
408,OR,Oregon,S,S0OR00352,,Robert ,Schwartz,"Schwartz, Robert ",,R,"40,196",11.12%,,,,,,,,,,,,,
409,OR,Oregon,S,S0OR00360,,John,Verbeek,"Verbeek, John",,R,"29,382",8.13%,,,,,,,,,,,,,
410,OR,Oregon,S,n/a,,,Scattered,Scattered,,W(R),"4,250",1.18%,,,,,,,,,,,,,
411,OR,Oregon,S,n/a,,,,,Party Votes:,R,"361,615",,,,,,,,,,,,,,
412,OR,Oregon,S,S0OR00378,,Gary,Dye,"Dye, Gary",,LIB,*,,,,"42,747",1.84%,,,,,*,,"*  The Pacific Green Party nominated by convention on June 6, 2020, and the Libertarian Party nominated by party-organized primary on July 6, 2020.  These party nominees are noted with an asterisk.",,
413,OR,Oregon,S,n/a,,Jodie Ann,Newell,"Newell, Jodie Ann",,LIB,,,,,,,,,,,,,"*  The Pacific Green Party nominated by convention on June 6, 2020, and the Libertarian Party nominated by party-organized primary on July 6, 2020.  These party nominees are noted with an asterisk.",,
414,OR,Oregon,S,S0OR00329,,Ibrahim A.,Taher,"Taher, Ibrahim A.",,PG/PRO,*,,,,"42,239",1.82%,,,,,*,,"*  The Pacific Green Party nominated by convention on June 6, 2020, and the Libertarian Party nominated by party-organized primary on July 6, 2020.  These party nominees are noted with an asterisk.",,
415,OR,Oregon,S,n/a,,,Scattered,Scattered,,W,,,,,"2,402",0.10%,,,,,,,"*  The Pacific Green Party nominated by convention on June 6, 2020, and the Libertarian Party nominated by party-organized primary on July 6, 2020.  These party nominees are noted with an asterisk.",,
416,OR,Oregon,S,n/a,,,,,Total State Votes:,,"933,879",,,,"2,321,249",,,,,,,,,,
417,,,,n/a,,,,,,,,,,,,,,,,,,,,,
418,RI,Rhode Island,S,S6RI00163,(I),John F.,Reed,"Reed, John F.",,D,"65,879",100.00%,,,"328,574",66.48%,,,,,W,W,,,
419,RI,Rhode Island,S,n/a,,,,,Party Votes:,D,"65,879",,,,,,,,,,,,,,
420,RI,Rhode Island,S,S0RI00067,,Allen R.,Waters,"Waters, Allen R.",,R,"8,819",100.00%,,,"164,855",33.35%,,,,,W,,,,
421,RI,Rhode Island,S,n/a,,,,,Party Votes:,R,"8,819",,,,,,,,,,,,,,
422,RI,Rhode Island,S,n/a,,,Scattered,Scattered,,W,,,,,833,0.17%,,,,,,,,,
423,RI,Rhode Island,S,n/a,,,,,Total State Votes:,,"74,698",,,,"494,262",,,,,,,,,,
424,,,,n/a,,,,,,,,,,,,,,,,,,,,,
425,SC,South Carolina,S,S0SC00149,(I),Lindsey,Graham,"Graham, Lindsey",,R,"317,512",67.69%,,,"1,369,137",54.44%,,,,,W,W,,,
426,SC,South Carolina,S,S0SC00313,,Michael,LaPierre,"LaPierre, Michael",,R,"79,932",17.04%,,,,,,,,,,,,,
427,SC,South Carolina,S,S0SC00297,,Joe,Reynolds,"Reynolds, Joe",,R,"43,029",9.17%,,,,,,,,,,,,,
428,SC,South Carolina,S,S0SC00321,,Duke,Buckner,"Buckner, Duke",,R,"28,570",6.09%,,,,,,,,,,,,,
429,SC,South Carolina,S,n/a,,,,,Party Votes:,R,"469,043",,,,,,,,,,,,,,
430,SC,South Carolina,S,S0SC00289,,Jaime,Harrison,"Harrison, Jaime",,D,Unopposed,,,,"1,110,828",44.17%,,,,,W,,,,
431,SC,South Carolina,S,S6SC04155,,Bill,Bledsoe,"Bledsoe, Bill",,CON,*,,,,"32,845",1.31%,,,,,*,,"*  The Constitution Party nominated by convention on April 18, 2020.  Convention nominee is noted with an asterisk.",,
432,SC,South Carolina,S,n/a,,,Scattered,Scattered,,W,,,,,"2,294",0.09%,,,,,,,,,
433,SC,South Carolina,S,n/a,,,,,Total State Votes:,,"469,043",,,,"2,515,104",,,,,,,,,,
434,,,,n/a,,,,,,,,,,,,,,,,,,,,,
435,SD,South Dakota,S,S4SD00049,(I),Mike,Rounds,"Rounds, Mike",,R,"70,365",75.23%,,,"276,232",65.74%,,,,,W,W,,,
436,SD,South Dakota,S,S0SD00088,,Scyller J.,Borglum,"Borglum, Scyller J.",,R,"23,164",24.77%,,,,,,,,,,,,,
437,SD,South Dakota,S,n/a,,,,,Party Votes:,R,"93,529",,,,,,,,,,,,,,
438,SD,South Dakota,S,S0SD00070,,Dan,Ahlers,"Ahlers, Dan",,D,Unopposed,,,,"143,987",34.26%,,,,,W,,,,
439,SD,South Dakota,S,n/a,,,,,Total State Votes:,,"93,529",,,,"420,219",,,,,,,,,,
440,,,,n/a,,,,,,,,,,,,,,,,,,,,,
441,TN,Tennessee,S,S0TN00284,,Bill,Hagerty,"Hagerty, Bill",,R,"331,267",50.75%,,,"1,840,926",62.20%,,,,,W,W,,,
442,TN,Tennessee,S,S0TN00268,,Manny,Sethi,"Sethi, Manny",,R,"257,223",39.41%,,,,,,,,,,,,,
443,TN,Tennessee,S,S0TN00144,,"George S., Jr.",Flinn,"Flinn, George S., Jr.",,R,"22,454",3.44%,,,,,,,,,,,,,
444,TN,Tennessee,S,S0TN00185,,Jon ,Henry,"Henry, Jon ",,R,"8,104",1.24%,,,,,,,,,,,,,
445,TN,Tennessee,S,S0TN00169,,Natisha,Brooks,"Brooks, Natisha",,R,"8,072",1.24%,,,,,,,,,,,,,
446,TN,Tennessee,S,S0TN00201,,Byron,Bush,"Bush, Byron",,R,"5,420",0.83%,,,,,,,,,,,,,
447,TN,Tennessee,S,"S0TN00359
",,Clifford ,Adkins,"Adkins, Clifford ",,R,"5,316",0.81%,,,,,,,,,,,,,
448,TN,Tennessee,S,S0TN00367,,Terry,Dicus,"Dicus, Terry",,R,"2,279",0.35%,,,,,,,,,,,,,
449,TN,Tennessee,S,S4TN00427,,"Tom, Jr.",Emerson,"Emerson, Tom, Jr.",,R,"2,252",0.35%,,,,,,,,,,,,,
450,TN,Tennessee,S,S0TN00334,,David,Schuster,"Schuster, David",,R,"2,045",0.31%,,,,,,,,,,,,,
451,TN,Tennessee,S,S0TN00326,,John E.,Osborne,"Osborne, John E.",,R,"1,877",0.29%,,,,,,,,,,,,,
452,TN,Tennessee,S,S0TN00243,,Roy Dale,Cope,"Cope, Roy Dale",,R,"1,791",0.27%,,,,,,,,,,,,,
453,TN,Tennessee,S,S0TN00177,,Kent A.,Morrell,"Morrell, Kent A.",,R,"1,769",0.27%,,,,,,,,,,,,,
454,TN,Tennessee,S,S0TN00235,,Aaron L.,Pettigrew,"Pettigrew, Aaron L.",,R,"1,622",0.25%,,,,,,,,,,,,,
455,TN,Tennessee,S,S8TN00311,,"Glen L., Jr.",Neal,"Neal, Glen L., Jr.",,R,"1,233",0.19%,,,,,,,,,,,,,
456,TN,Tennessee,S,n/a,,,,,Party Votes:,R,"652,724",,,,,,,,,,,,,,
457,TN,Tennessee,S,S0TN00342,,Marquita ,Bradshaw,"Bradshaw, Marquita ",,D,"117,962",35.51%,,,"1,040,691",35.16%,,,,,W,,,,
458,TN,Tennessee,S,S0TN00250,,Robin,Kimbrough,"Kimbrough, Robin",,D,"88,492",26.64%,,,,,,,,,,,,,
459,TN,Tennessee,S,S8TN00394,,James ,Mackler,"Mackler, James",,D,"78,966",23.77%,,,,,,,,,,,,,
460,TN,Tennessee,S,S2TN00082,,Gary G.,Davis,"Davis, Gary G.",,D,"30,758",9.26%,,,,,,,,,,,,,
461,TN,Tennessee,S,S0TN00276,,Mark,Pickrell,"Pickrell, Mark",,D,"16,045",4.83%,,,,,,,,,,,,,
462,TN,Tennessee,S,n/a,,,,,Party Votes:,D,"332,223",,,,,,,,,,,,,,
463,TN,Tennessee,S,S0TN00227,,Elizabeth,McLeod,"McLeod, Elizabeth",,IND,,,,,"16,652",0.56%,,,,,,,,,
464,TN,Tennessee,S,S0TN00318,,"Yomi ""Fapas,"" Sr.",Faparusi,"Faparusi, Yomi ""Fapas,"" Sr.",,IND,,,,,"10,727",0.36%,,,,,,,,,
465,TN,Tennessee,S,S0TN00409,,Steven J.,Hooper,"Hooper, Steven J.",,IND,,,,,"9,609",0.32%,,,,,,,,,
466,TN,Tennessee,S,S0TN00292,,Kacey,Morgan,"Morgan, Kacey",,IND,,,,,"9,598",0.32%,,,,,,,,,
467,TN,Tennessee,S,S0TN00391,,Ronnie,Henley,"Henley, Ronnie",,IND,,,,,"8,478",0.29%,,,,,,,,,
468,TN,Tennessee,S,S0TN00417,,Aaron ,James,"James, Aaron ",,IND,,,,,"7,203",0.24%,,,,,,,,,
469,TN,Tennessee,S,S0TN00425,,Eric William,Stansberry,"Stansberry, Eric William",,IND,,,,,"6,781",0.23%,,,,,,,,,
470,TN,Tennessee,S,S0TN00300,,G. Dean,Hill,"Hill, G. Dean",,IND,,,,,"4,872",0.16%,,,,,,,,,
471,TN,Tennessee,S,S0TN00375,,Jeffrey Alan,Grunau,"Grunau, Jeffrey Alan",,IND,,,,,"4,160",0.14%,,,,,,,,,
472,TN,Tennessee,S,n/a,,John A.,Gentry,"Gentry, John A.",,W,,,,,64,0.00%,,,,,,,,,
473,TN,Tennessee,S,n/a,,,,,Total State Votes:,,"984,947",,,,"2,959,761",,,,,,,,,,
474,,,,n/a,,,,,,,,,,,,,,,,,,,,,
475,TX,Texas,S,S2TX00106,(I),John,Cornyn,"Cornyn, John",,R,"1,470,669",76.04%,,,"5,962,983",53.51%,,,,,W,W,,,
476,TX,Texas,S,S4TX00433,,Dwayne ,Stovall,"Stovall, Dwayne ",,R,"231,104",11.95%,,,,,,,,,,,,,
477,TX,Texas,S,S0TX00282,,Mark ,Yancey,"Yancey, Mark ",,R,"124,864",6.46%,,,,,,,,,,,,,
478,TX,Texas,S,S0TX00357,,John Anthony ,Castro,"Castro, John Anthony ",,R,"86,916",4.49%,,,,,,,,,,,,,
479,TX,Texas,S,S0TX00365,,Virgil ,Bierschwale,"Bierschwale, Virgil ",,R,"20,494",1.06%,,,,,,,,,,,,,
480,TX,Texas,S,n/a,,,,,Party Votes:,R,"1,934,047",,,,,,,,,,,,,,
481,TX,Texas,S,S0TX00233,,"Mary ""MJ"" ",Hegar,"Hegar, Mary ""MJ"" ",,D,"417,160",22.31%,"502,516",52.24%,"4,888,764",43.87%,,,,,W,,,,
482,TX,Texas,S,S0TX00266,,Royce,West,"West, Royce",,D,"274,074",14.66%,"459,457",47.76%,,,,,,,,,,,
483,TX,Texas,S,S8TX00459,,Cristina Tzintzun ,Ramirez,"Ramirez, Cristina Tzintzun ",,D,"246,659",13.19%,,,,,,,,,,,,,
484,TX,Texas,S,S0TX00381,,"Annie ""Mamá"" ",Garcia,"Garcia, Annie ""Mamá"" ",,D,"191,900",10.27%,,,,,,,,,,,,,
485,TX,Texas,S,S0TX00258,,Amanda K. ,Edwards,"Edwards, Amanda K. ",,D,"189,624",10.14%,,,,,,,,,,,,,
486,TX,Texas,S,S0TX00324,,Chris ,Bell,"Bell, Chris ",,D,"159,751",8.55%,,,,,,,,,,,,,
487,TX,Texas,S,S0TX00290,,Sema ,Hernandez,"Hernandez, Sema ",,D,"137,892",7.38%,,,,,,,,,,,,,
488,TX,Texas,S,S0TX00332,,Michael ,Cooper,"Cooper, Michael ",,D,"92,463",4.95%,,,,,,,,,,,,,
489,TX,Texas,S,S0TX00316,,Victor Hugo ,Harris,"Harris, Victor Hugo ",,D,"59,710",3.19%,,,,,,,,,,,,,
490,TX,Texas,S,S0TX00225,,Adrian ,Ocegueda,"Ocegueda, Adrian ",,D,"41,566",2.22%,,,,,,,,,,,,,
491,TX,Texas,S,S0TX00274,,"Jack Daniel, Jr.",Foster,"Foster, Jack Daniel, Jr.",,D,"31,718",1.70%,,,,,,,,,,,,,
492,TX,Texas,S,S6TX00206,,D. R. ,Hunter,"Hunter, D. R. ",,D,"26,902",1.44%,,,,,,,,,,,,,
493,TX,Texas,S,n/a,,,,,Party Votes:,D,"1,869,419",,"961,973",,,,,,,,,,,,
494,TX,Texas,S,S0TX00340,,Kerry Douglas,McKennon,"McKennon, Kerry Douglas",,LIB,*,,,,"209,722",1.88%,,,,,*,,"*  The Green Party nominated by convention on April 18, 2020, and the Libertarian Party nominated by convention on August 1, 2020 .  Convention nominees are noted with an asterisk.",,
495,TX,Texas,S,n/a,,Wes,Benedict,"Benedict, Wes",,LIB,,,,,,,,,,,,,"*  The Green Party nominated by convention on April 18, 2020, and the Libertarian Party nominated by convention on August 1, 2020 .  Convention nominees are noted with an asterisk.",,
496,TX,Texas,S,S2TX00486,,David B.,Collins,"Collins, David B.",,GRE,*,,,,"81,893",0.73%,,,,,*,,"*  The Green Party nominated by convention on April 18, 2020, and the Libertarian Party nominated by convention on August 1, 2020 .  Convention nominees are noted with an asterisk.",,
497,TX,Texas,S,S0TX00423,,Ricardo,Turullols-Bonilla,"Turullols-Bonilla, Ricardo",,W,,,,,678,0.01%,,,,,,,,,
498,TX,Texas,S,n/a,,,,,Total State Votes:,,"3,803,466",,"961,973",,"11,144,040",,,,,,,,,,
499,,,,n/a,,,,,,,,,,,,,,,,,,,,,
500,VA,Virginia,S,S6VA00093,(I),Mark R.,Warner,"Warner, Mark R.",,D,Unopposed,,,,"2,466,500",55.99%,,,,,W,W,,,
501,VA,Virginia,S,S0VA00146,,Daniel M.,Gade,"Gade, Daniel M.",,R,"208,754",67.38%,,,"1,934,199",43.91%,,,,,W,,,,
502,VA,Virginia,S,S0VA00070,,Alissa A.,Baldwin,"Baldwin, Alissa A.",,R,"56,165",18.13%,,,,,,,,,,,,,
503,VA,Virginia,S,S0VA00088,,"Thomas A., II",Speciale,"Speciale, Thomas A., II",,R,"44,795",14.46%,,,,,,,,,,,,,
504,VA,Virginia,S,n/a,,,Scattered,Scattered,,W(R),90,0.03%,,,,,,,,,,,,,
505,VA,Virginia,S,n/a,,,,,Party Votes:,R,"309,804",,,,,,,,,,,,,,
506,VA,Virginia,S,n/a,,,Scattered,Scattered,,W,,,,,"4,388",0.10%,,,,,,,,,
507,VA,Virginia,S,n/a,,,,,Total State Votes:,,"309,804",,,,"4,405,087",,,,,,,,,,
508,,,,n/a,,,,,,,,,,,,,,,,,,,,,
509,WV,West Virginia,S,S4WV00159,(I),Shelley Moore ,Capito,"Capito, Shelley Moore ",,R,"173,331",83.34%,,,"547,454",70.28%,,,,,W,W,,,
510,WV,West Virginia,S,S0WV00231,,Allen ,Whitt,"Whitt, Allen ",,R,"19,972",9.60%,,,,,,,,,,,,,
511,WV,West Virginia,S,S4WV00241,,Larry Eugene ,Butcher,"Butcher, Larry Eugene ",,R,"14,673",7.06%,,,,,,,,,,,,,
512,WV,West Virginia,S,n/a,,,,,Party Votes:,R,"207,976",,,,,,,,,,,,,,
513,WV,West Virginia,S,S0WV00215, ,Paula Jean ,Swearengin,"Swearengin, Paula Jean ",,D,"71,725",38.28%,,,"210,309",27.00%,,,,,W,,,,
514,WV,West Virginia,S,S0WV00249,,"Richard N., II",Ojeda,"Ojeda, Richard N., II",,D,"61,712",32.93%,,,,,,,,,,,,,
515,WV,West Virginia,S,S0WV00256,,Richie,Robb,"Robb, Richie",,D,"53,944",28.79%,,,,,,,,,,,,,
516,WV,West Virginia,S,n/a,,,,,Party Votes:,D,"187,381",,,,,,,,,,,,,,
517,WV,West Virginia,S,S0WV00264,,David,Moran,"Moran, David",,LIB,*,,,,"21,155",2.72%,,,,,*,,"*  The Libertarian Party nominated by convention on April 4, 2020.  Convention nominee is noted with an asterisk.",,
518,WV,West Virginia,S,n/a,,,,,Total State Votes:,,"395,357",,,,"778,918",,,,,,,,,,
519,,,,n/a,,,,,,,,,,,,,,,,,,,,,
520,WY,Wyoming,S,S0WY00137,,Cynthia M.,Lummis,"Lummis, Cynthia M.",,R,"63,511",59.67%,,,"198,100",72.58%,,,,,W,W,,,
521,WY,Wyoming,S,S0WY00160,,Robert G.,Short,"Short, Robert G.",,R,"13,473",12.66%,,,,,,,,,,,,,
522,WY,Wyoming,S,S4WY00147,,Bryan E.,Miller,"Miller, Bryan E.",,R,"10,946",10.28%,,,,,,,,,,,,,
523,WY,Wyoming,S,S0WY00178,,Donna,Rice,"Rice, Donna",,R,"5,881",5.53%,,,,,,,,,,,,,
524,WY,Wyoming,S,S0WY00244,,R. Mark,Armstrong,"Armstrong, R. Mark",,R,"3,904",3.67%,,,,,,,,,,,,,
525,WY,Wyoming,S,S0WY00103,,Josh,Wheeler,"Wheeler, Josh",,R,"3,763",3.54%,,,,,,,,,,,,,
526,WY,Wyoming,S,S8WY00213,,John,Holtz,"Holtz, John",,R,"1,820",1.71%,,,,,,,,,,,,,
527,WY,Wyoming,S,S0WY00210,,Devon,Cade,"Cade, Devon",,R,"1,027",0.96%,,,,,,,,,,,,,
528,WY,Wyoming,S,"S0WY00251
",,Michael,Kemler,"Kemler, Michael",,R,985,0.93%,,,,,,,,,,,,,
529,WY,Wyoming,S,S0WY00228,,Star,Roselli,"Roselli, Star",,R,627,0.59%,,,,,,,,,,,,,
530,WY,Wyoming,S,n/a,,,Scattered,Scattered,,W(R),501,0.47%,,,,,,,,,,,,,
531,WY,Wyoming,S,n/a,,,,,Party Votes:,R,"106,438",,,,,,,,,,,,,,
532,WY,Wyoming,S,S0WY00152,,Merav Ben,David,"David, Merav Ben",,D,"9,584",40.28%,,,"73,766",27.03%,,,,,W,,,,
533,WY,Wyoming,S,S0WY00129,,Yana,Ludwig,"Ludwig, Yana",,D,"4,931",20.73%,,,,,,,,,,,,,
534,WY,Wyoming,S,S0WY00194,,Nathan,Wendt,"Wendt, Nathan",,D,"4,212",17.70%,,,,,,,,,,,,,
535,WY,Wyoming,S,S0WY00236,,Kenneth R.,Casner,"Casner, Kenneth R.",,D,"2,139",8.99%,,,,,,,,,,,,,
536,WY,Wyoming,S,S4WY00113 ,,Rex,Wilde,"Wilde, Rex",,D,"1,888",7.94%,,,,,,,,,,,,,
537,WY,Wyoming,S,S0WY00202,,James Kirk,DeBrine,"DeBrine, James Kirk",,D,865,3.64%,,,,,,,,,,,,,
538,WY,Wyoming,S,n/a,,,Scattered,Scattered,,W(D),173,0.73%,,,,,,,,,,,,,
539,WY,Wyoming,S,n/a,,,,,Party Votes:,D,"23,792",,,,,,,,,,,,,,
540,WY,Wyoming,S,n/a,,,Scattered,Scattered,,W,,,,,"1,071",0.39%,,,,,,,,,
541,WY,Wyoming,S,n/a,,,,,Total State Votes:,,"130,230",,,,"272,937",,,,,,,,,,
542,,,,,,,,,,,,,,,,,,,,,,,,,